"file_identifier","datasource","first_harvest_date","last_harvest_date","last_mdate_check_date","mdate","doi"
"USGS:5ade1913e4b0e2c2dd2b80a3","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7RN373C"
"USGS:5c897cabe4b09388244f03a4","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9KC9DU8"
"USGS:58923f4ce4b072a7ac14461d","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7319T3K"
"USGS:5c15e135e4b006c4f8552cb7","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9C7U6DW"
"USGS:59ea84fbe4b0026a55fd012f","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7T152J9"
"USGS:57d1964ce4b0571647cfd2db","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7W66HWW"
"USGS:5df94d47e4b0cdded73b4239","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9ZKAH3O"
"USGS:59ea84c9e4b0026a55fd012d","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7ST7NQZ"
"USGS:5c1d6eaee4b0708288ca1307","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9WWKST1"
"USGS:5c1d6d7ae4b0708288ca12f8","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9WWKST1"
"USGS:585159b5e4b0f99207c4f04b","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7N58JG5"
"USGS:5a4cfe80e4b0d05ee8c4caf6","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7N29W5M"
"USGS:59a06c53e4b038630d030620","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7QN65P0"
"USGS:56688b89e4b06a3ea36c8ff9","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F76W985D"
"USGS:5cf7aee1e4b07f02a704642c","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9FD12Y5"
"USGS:57586197e4b04f417c2520f3","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F72V2D7Q"
"USGS:57ec0a23e4b09082500f0f34","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7HT2MFK"
"USGS:5ae1c777e4b0e2c2dd302883","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9UL4GY1"
"USGS:588f8a73e4b072a7ac08c32e","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F72R3PVF"
"USGS:588f8c00e4b072a7ac08c34c","California Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F72R3PVF"
"USGS:580fde09e4b0f497e796072e","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7R78CF8"
"USGS:5d791315e4b0c4f70d021cee","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9B1LAX0"
"USGS:58c988bce4b0849ce97b4845","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F72J6933"
"USGS:5d7a5478e4b0c4f70d02a1ba","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/P9B1LAX0"
"USGS:59492ba7e4b062508e359994","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7PK0DN5"
"USGS:59493808e4b062508e3599ad","Caribbean-Florida Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-12 00:00:00","doi:10.5066/F7JS9NZB"
"USGS:5a382987e4b0d05ee8b2132d","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F71R6PQG"
"USGS:573617ede4b0dae0d5df6d08","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F76W986V"
"USGS:5aeca000e4b0860c0f745688","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/P9OFYN3C"
"USGS:56b0d476e4b010e2af2a99d7","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F74T6GDK"
"USGS:56b21d17e4b07a81bb2420a3","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F74T6GDK"
"USGS:5993829ee4b02da3062a17db","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7CF9P06"
"USGS:5dd80882e4b069579765be28","Colorado Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/P92ULNAG"
"USGS:5953be36e4b062508e3c7b72","Colorado Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7XG9PN1"
"USGS:59c9591be4b017cf313f1060","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7G73CNK"
"USGS:578f9bade4b0ad6235cf7b6f","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7BZ645J"
"USGS:591f1dece4b0ac16dbdde04b","Colorado Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7S180ZP"
"USGS:57068401e4b032f77a8a44a2","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7S180KR"
"USGS:5706845fe4b032f77a8a44c6","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7S180KR"
"USGS:58531790e4b0e2663625f1b9","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7K35RTP"
"USGS:5ae88176e4b091efec62b72c","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/P94LHZHR"
"USGS:585317b6e4b0e2663625f1bf","Central Midwest Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7K35RTP"
"USGS:591f9304e4b0ac16dbdde242","Colorado Water Science Center","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-10-28 17:38:20.225508-04","2020-08-14 00:00:00","doi:10.5066/F7S180ZP"
